sample_id,repo_id,repo_url,instruction_path,reference_type,reference_text,verification_status,evidence
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,path,packages/datadog-plugin-<name>/test/index.spec.js,missing,path not in HEAD tree
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,directory,packages/datadog-plugin-<name>/test/integration-test/,missing,directory prefix not in HEAD tree
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,path,scripts/install_plugin_modules.js,verified,path exists at HEAD
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,path,/test/index.spec.js,missing,path not in HEAD tree
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,path,dd-trace/init.js,missing,path not in HEAD tree
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,path,client.spec.js,missing,path not in HEAD tree
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,path,specific.spec.js,missing,path not in HEAD tree
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,command,"- `agent.load(pluginNames, config, tracerConfig)` — starts test agent and loads plugin(s)",unverifiable,command not mapped to filesystem check in pilot
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,command,- `agent.close({ ritmReset })` — tears down agent (use `ritmReset: false` to preserve require cache),unverifiable,command not mapped to filesystem check in pilot
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,command,- `agent.assertFirstTraceSpan(expectedObject)` — asserts `traces[0][0]` contains the expected properties via `assertObjectContains`. **Preferred for simple single-span assertions.**,unverifiable,command not mapped to filesystem check in pilot
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,command,- `agent.assertFirstTraceSpan(callback)` — runs callback with `traces[0][0]` for custom assertions,unverifiable,command not mapped to filesystem check in pilot
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,command,"- `agent.assertSomeTraces(callback)` — runs callback with full `traces` array (array of traces, each an array of spans). Use for multi-span or multi-trace assertions.",unverifiable,command not mapped to filesystem check in pilot
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,command,- `agent.subscribe(handler)` — register handler called on every trace payload,unverifiable,command not mapped to filesystem check in pilot
1,045697c18e22b2e6,https://github.com/datadog/dd-trace-js,.agents/skills/apm-integrations/references/testing.md,command,- `agent.unsubscribe(handler)` — remove a subscribed handler,unverifiable,command not mapped to filesystem check in pilot
